,Street,DayOfWeek,City,Hour,Month,Temperature(F),Weather_Condition,Humidity(%),Visibility(mi),Precipitation(in),High_Risk_Prediction,High_Risk_Probability
5490710,I-5 N,Monday,Castle Rock,4,3,38.0,Cloudy,93.0,10.0,0.0,1,0.5133333333333333
7626284,I-90 W,Wednesday,Issaquah,16,10,54.0,Light Rain,100.0,2.0,0.0,1,0.7153333333333333
2756735,NE Northgate Way,Sunday,Seattle,8,6,64.9,Clear,68.0,10.0,0.007711515863689778,1,0.71
1867871,I-5 N,Tuesday,Seattle,18,9,67.0,Mostly Cloudy,51.0,10.0,0.0,1,0.5806666666666667
395280,I-5 S,Thursday,Everett,1,2,51.1,Light Rain,96.0,4.0,0.03,1,0.8725
1596942,I-5 N,Wednesday,Dupont,8,1,43.0,Cloudy,100.0,10.0,0.0,1,0.6033333333333334
1479979,NE 45th St,Wednesday,Seattle,23,6,66.0,Fair,68.0,10.0,0.0,1,0.5583333333333333
2847746,N 80th St,Saturday,Seattle,13,3,53.1,Mostly Cloudy,69.0,10.0,0.007711515863689778,1,0.63
3214650,I-5 S,Wednesday,Everett,4,10,48.0,Clear,89.0,10.0,0.007711515863689778,1,0.7766666666666666
311662,I-5 N,Friday,Seattle,23,8,64.9,Clear,54.0,10.0,0.007711515863689778,1,0.66
7206630,I-5 S,Sunday,Seattle,7,2,34.0,Partly Cloudy,92.0,9.0,0.0,1,0.67
3613306,WA-522,Saturday,Snohomish,3,5,61.0,Clear,60.0,10.0,0.007711515863689778,1,0.63
954551,I-5 N,Wednesday,Kent,5,7,56.0,Cloudy,80.0,10.0,0.0,1,0.66
548478,Main Street Opas,Friday,Chehalis,13,7,91.0,Fair,46.0,10.0,0.0,1,0.8
3546039, NE Regatta Dr,Wednesday,Oak Harbor,17,7,64.0,Scattered Clouds,67.0,10.0,0.007711515863689778,1,0.83
3691280,I-405 S,Thursday,Lynnwood,17,12,37.0,Fair,82.0,10.0,0.0,1,0.61
2424554,I-90 W,Monday,Mercer Island,11,11,55.0,Mostly Cloudy,72.0,10.0,0.007711515863689778,1,0.71
2340232,WA-18 E,Monday,Issaquah,7,1,37.9,Overcast,93.0,8.0,0.007711515863689778,1,0.67
310359,I-5 N,Tuesday,Federal Way,19,9,71.1,Partly Cloudy,35.0,10.0,0.007711515863689778,1,0.85
5631955,I-90 W,Tuesday,Mercer Island,16,9,63.0,Partly Cloudy,52.0,10.0,0.0,1,0.845
739653,I-5 S,Wednesday,Mountlake Terrace,17,1,53.0,Fair,86.0,10.0,0.0,1,0.5766666666666667
2320185,I-5 N,Thursday,Tacoma,7,1,42.3,Clear,100.0,9.0,0.007711515863689778,1,0.6933333333333332
1641084,I-5 N,Saturday,Everett,7,2,42.0,Cloudy,85.0,10.0,0.0,1,0.54
752884,I-90 E,Tuesday,Spokane,8,12,12.0,Cloudy,80.0,10.0,0.0,1,0.82
4178857,I-405 N,Monday,Bothell,18,1,39.0,Partly Cloudy,93.0,10.0,0.0,1,0.6625
2864627,NE 115th St,Sunday,Seattle,23,4,48.0,Overcast,83.0,10.0,0.007711515863689778,1,0.5233333333333333
3255848,I-405 N,Tuesday,Renton,8,10,43.0,Clear,97.0,10.0,0.007711515863689778,1,0.8133333333333335
1755248,Center St,Saturday,Tacoma,12,10,54.0,Cloudy,94.0,10.0,0.0,1,0.54
7504062,I-5 N,Monday,Seattle,0,8,57.9,Mostly Cloudy,93.0,10.0,0.0,1,0.6533333333333334
3293331,I-5 S,Tuesday,Seattle,10,9,66.9,Clear,73.0,10.0,0.007711515863689778,1,0.6566666666666667
3269345,I-5 S,Thursday,Bellingham,17,8,73.0,Clear,55.0,10.0,0.007711515863689778,1,0.5216666666666666
1024563,Highway 12 SW,Sunday,Rochester,18,5,57.0,Cloudy,72.0,10.0,0.0,1,0.58
1805917,I-405 N,Tuesday,Lynnwood,19,11,49.0,Cloudy,97.0,6.0,0.0,1,0.53
7627211, Guide Meridian Rd,Friday,Lynden,20,10,46.9,Clear,97.0,10.0,0.007711515863689778,1,0.82
7040563,I-5 N,Monday,Federal Way,12,6,59.0,Cloudy,93.0,10.0,0.0,1,0.74
7390696, River Rd E,Monday,Tacoma,11,2,26.6,Light Snow,100.0,3.0,0.007711515863689778,1,0.58
3984538,Kachess Lake Rd,Wednesday,Cle Elum,18,5,56.0,Cloudy,39.0,10.0,0.0,1,0.83
4767732, Theatre Rd,Sunday,Port Townsend,16,3,47.0,Light Rain,77.0,10.0,0.0,1,0.51
6965922, Tacoma Mall Blvd,Thursday,Tacoma,21,5,57.0,Fair,73.0435668434273,10.0,0.0,1,0.7225
2364207,175th St,Saturday,Seattle,6,12,39.0,Partly Cloudy,93.0,10.0,0.007711515863689778,1,0.7
1475268,S King St,Monday,Seattle,20,6,69.0,Fair,39.0,10.0,0.0,1,0.89
961793,I-405 N,Monday,Bellevue,17,7,82.0,Fair,37.0,10.0,0.0,1,0.955
1679843,I-90 W,Monday,Bellevue,18,12,45.0,Cloudy,80.0,10.0,0.0,1,0.53
3067548,108th Ave NE,Sunday,Bellevue,12,1,48.9,Overcast,74.0,10.0,0.0,1,0.68
2169314,I-5 S,Saturday,Mount Vernon,17,4,63.0,Fair,52.0,10.0,0.0,1,0.83
7620028,I-90 W,Monday,Seattle,9,10,46.0,Partly Cloudy,93.0,10.0,0.007711515863689778,1,0.82
1221663,I-5 N,Sunday,Seattle,3,12,40.0,Light Rain,79.0,10.0,0.0,1,0.765
2860418,S 43rd St,Friday,Renton,16,4,64.0,Clear,65.0,10.0,0.007711515863689778,1,0.66
965784,I-90 E,Thursday,Spokane,16,7,87.0,Fair,18.0,10.0,0.0,1,0.72
312366,Lake Ave S,Thursday,Renton,11,9,64.9,Mostly Cloudy,63.0,10.0,0.007711515863689778,1,0.51
1850221,Ash Way,Wednesday,Lynnwood,7,10,46.0,Partly Cloudy,73.0,10.0,0.0,1,0.6
7494020,I-5 N,Monday,Mountlake Terrace,23,7,71.1,Clear,63.0,10.0,0.007711515863689778,1,0.89
3610807,I-5 S,Friday,Tacoma,5,5,42.1,Overcast,100.0,10.0,0.007711515863689778,1,0.85
3629814, State Route 2,Tuesday,Gold Bar,3,7,51.1,Clear,92.0,10.0,0.007711515863689778,1,0.55
1878876,I-5 N,Monday,Kelso,17,9,82.0,Partly Cloudy,41.0,10.0,0.0,1,0.65
3525233, E Marginal Way S,Monday,Seattle,6,11,52.0,Overcast,93.0,10.0,0.02,1,0.94
307190,196th St SW,Friday,Lynnwood,20,12,45.0,Light Rain,97.0,4.0,0.05,1,0.545
4531511,I-5 S,Friday,Olympia,8,11,48.0,Rain,96.0,4.0,0.22,1,0.66
2747622,I-405 N,Tuesday,Renton,18,6,64.9,Scattered Clouds,50.0,10.0,0.007711515863689778,1,0.76
4653055,I-5 N,Tuesday,Tacoma,0,4,40.0,Fair,100.0,10.0,0.0,1,0.53
453509,I-5 N,Tuesday,Seattle,20,5,63.0,Overcast,56.0,10.0,0.007711515863689778,1,0.85
3791517, State Route 302 NW,Wednesday,Gig Harbor,15,9,67.0,Fair,66.0,10.0,0.0,1,0.68
7549142,I-5 N,Thursday,Seattle,19,4,70.0,Clear,42.0,10.0,0.007711515863689778,1,0.71
681919,I-5 N,Wednesday,Marysville,5,3,52.0,Cloudy,76.0,10.0,0.0,1,0.75
3541897,I-5 N,Wednesday,Federal Way,7,6,60.1,Mostly Cloudy,75.0,10.0,0.007711515863689778,1,0.83
2675454,S Tyler St,Tuesday,Tacoma,15,7,69.1,Scattered Clouds,42.0,10.0,0.007711515863689778,1,0.54
4866549, 4th Ave S,Friday,Seattle,16,7,77.0,Fair,48.0,10.0,0.0,1,0.69
1434538,S King St,Wednesday,Seattle,13,7,64.0,Mostly Cloudy,58.0,10.0,0.0,1,0.715
6518839,I-5 N,Monday,Seattle,22,1,45.0,Cloudy,97.0,10.0,0.0,1,0.57
4745195,I-5 S,Wednesday,Mount Vernon,2,7,56.0,Fair,90.0,10.0,0.0,1,0.7053333333333334
1164020,WA-18 W,Friday,Federal Way,23,1,41.0,Light Rain,89.0,10.0,0.0,1,0.78
5328117, State Route 530 NE,Thursday,Arlington,13,9,74.0,Fair,64.0,10.0,0.0,1,0.56
1280945,WA-512 W,Tuesday,Lakewood,13,9,78.0,Fair,15.0,10.0,0.0,1,0.63
2345742,S 76th St,Wednesday,Tacoma,6,1,48.2,Mostly Cloudy,100.0,10.0,0.007711515863689778,1,0.61
7527742,I-5 N,Friday,Ferndale,0,6,53.42461092745979,,73.0435668434273,9.03798932831721,0.007711515863689778,1,0.81
2860425,WA-512 W,Friday,Lakewood,18,4,65.8,Partly Cloudy,75.0,10.0,0.007711515863689778,1,0.69
3581040, NE Gunderson Rd,Sunday,Poulsbo,13,3,48.2,Overcast,93.0,10.0,0.007711515863689778,1,0.78
2655223,I-405 N,Thursday,Bellevue,8,8,57.9,Overcast,93.0,4.0,0.007711515863689778,1,0.9195
435840,220th St SW,Thursday,Mountlake Terrace,10,4,48.0,Light Rain,89.0,10.0,0.0,1,0.93
7379637,I-5 N,Sunday,Federal Way,15,3,64.0,Partly Cloudy,45.0,10.0,0.007711515863689778,1,0.8516666666666666
7342305,I-90 W,Friday,Mercer Island,6,9,60.0,Cloudy,83.0,10.0,0.0,1,0.6258333333333332
1707710,I-5 N,Saturday,Bellingham,23,12,43.0,Haze,80.0,4.0,0.0,1,0.655
4054620,I-405 N,Thursday,Kirkland,14,4,52.0,Mostly Cloudy,66.0,10.0,0.0,1,0.6325
3209005,I-90 E,Monday,Spokane,14,10,48.9,Overcast,83.0,10.0,0.0,1,0.55
6630513,US-12 E,Friday,Rochester,23,9,61.0,Light Rain,100.0,4.0,0.06,1,0.655
2395022,Lake Easton Rd,Tuesday,Cle Elum,7,12,33.1,Light Snow,92.0,1.0,0.01,1,0.99
641343,220th St SW,Wednesday,Mountlake Terrace,16,4,46.0,Cloudy,34.0,10.0,0.0,1,0.87
396452,I-405 N,Thursday,Renton,12,3,51.1,Scattered Clouds,63.0,10.0,0.007711515863689778,1,0.88
888769,I-5 N,Wednesday,Bellingham,16,9,62.0,Fair,50.0,10.0,0.0,1,0.71
3013757,I-5 N,Tuesday,Seattle,0,2,28.0,Partly Cloudy,69.0,10.0,0.007711515863689778,1,0.6875
2935777,W Seattle Brg E,Wednesday,Seattle,11,3,48.0,Mostly Cloudy,74.0,10.0,0.007711515863689778,1,0.605
2703501,I-5 N,Thursday,Tacoma,13,7,64.6,Overcast,70.0,10.0,0.007711515863689778,1,0.92
7462729,I-405 N,Monday,Kirkland,10,10,55.9,Light Rain,97.0,2.0,0.01,1,0.75
2168434,I-5 N,Friday,Seattle,8,4,54.0,Cloudy,86.0,10.0,0.01,1,0.685
869567,I-405 N,Wednesday,Bellevue,8,9,55.0,Cloudy,69.0,10.0,0.0,1,0.9
3061141,Pacific Ave SE,Tuesday,Olympia,2,1,48.0,Overcast,93.0,10.0,0.007711515863689778,1,0.78
7605759,I-405 N,Thursday,Kirkland,6,11,46.9,Mostly Cloudy,86.0,10.0,0.007711515863689778,1,0.92
973770,WA-18 W,Thursday,Federal Way,14,7,71.0,Mostly Cloudy,59.0,10.0,0.0,1,0.76
1280943,I-5 N,Tuesday,Lakewood,12,9,78.0,Fair,15.0,10.0,0.0,1,0.96
3628812,I-90 W,Friday,Seattle,16,6,78.1,Clear,42.0,10.0,0.007711515863689778,1,0.52
1761373,I-90 W,Tuesday,North Bend,17,10,57.0,Haze,72.0,6.0,0.0,1,0.915
3613353,WA-520 E,Sunday,Seattle,5,5,59.0,Clear,78.0,10.0,0.007711515863689778,1,0.52
2328763,I-5 S,Tuesday,Seattle,7,1,28.9,Mist,96.0,0.8,0.007711515863689778,1,0.665
3629652, NE State Highway 104,Monday,Kingston,7,7,54.0,Overcast,83.0,10.0,0.007711515863689778,1,0.82
1811780,I-90 E,Thursday,Seattle,4,11,46.0,Fog,96.0,0.5,0.0,1,0.61
7406993,I-405 N,Wednesday,Renton,9,1,39.0,Mostly Cloudy,76.0,10.0,0.007711515863689778,1,0.93
2768952,I-5 N,Saturday,Marysville,18,6,71.1,Overcast,53.0,10.0,0.007711515863689778,1,0.96
3921147,I-405 S,Wednesday,Kirkland,17,4,48.0,Cloudy,32.0,10.0,0.0,1,0.65
2099357,I-90 E,Friday,Spokane,12,5,52.0,Light Rain,89.0,3.0,0.02,1,0.54
2531555,NE 44th St,Wednesday,Renton,12,10,57.9,Clear,75.0,10.0,0.007711515863689778,1,0.91
2290414,I-405 S,Thursday,Kirkland,4,2,30.0,Partly Cloudy,96.0,4.0,0.007711515863689778,1,0.6433333333333334
2013826,I-5 N,Wednesday,Seattle,18,8,77.0,Partly Cloudy,45.0,10.0,0.0,1,0.51
2864657,I-5 N,Monday,Milton,17,4,62.6,Clear,55.0,10.0,0.007711515863689778,1,0.84
2386750,I-5 S,Thursday,Lakewood,21,12,45.7,Overcast,81.0,10.0,0.007711515863689778,1,0.7
7522703, Mukilteo Speedway,Saturday,Mukilteo,12,6,64.9,Clear,61.0,10.0,0.007711515863689778,1,0.59
1085373,Banner Way NE,Monday,Seattle,17,4,55.0,Fair,29.0,10.0,0.0,1,0.67
3613352,WA-520 E,Sunday,Seattle,4,5,59.0,Clear,78.0,10.0,0.007711515863689778,1,0.52
1669108,I-5 N,Wednesday,Arlington,16,12,37.0,Partly Cloudy,86.0,10.0,0.0,1,0.66
7486118, Roosevelt Rd SE,Thursday,Monroe,8,9,55.0,Overcast,93.0,10.0,0.007711515863689778,1,0.745
2641205,I-5 S,Thursday,Seattle,6,8,59.0,Overcast,90.0,3.0,0.007711515863689778,1,0.73
436437,S Union Ave,Sunday,Tacoma,19,4,54.1,Overcast,59.0,10.0,0.007711515863689778,1,0.54
308771,NE Park Dr,Tuesday,Renton,20,1,37.9,Overcast,89.0,5.0,0.007711515863689778,1,0.73
2774359,I-5 S,Tuesday,Mountlake Terrace,7,6,55.0,Overcast,83.0,10.0,0.007711515863689778,1,0.7866666666666666
864647,S 272nd St,Tuesday,Auburn,17,10,53.0,Mostly Cloudy,89.0,10.0,0.0,1,0.73
1467993,I-90 E,Thursday,Spokane,17,5,61.0,Fair / Windy,27.0,10.0,0.0,1,0.55
7349514, Meridian E,Thursday,Puyallup,18,9,61.0,Mostly Cloudy,100.0,10.0,0.0,1,0.76
685446,I-5 S,Sunday,Seattle,6,2,48.0,Cloudy,86.0,10.0,0.01,1,0.6783333333333335
1189075,I-5 S,Monday,Tacoma,19,1,46.0,Light Rain,96.0,10.0,0.03,1,0.62
3579090,I-5 S,Friday,Seattle,20,2,42.1,Overcast,76.0,10.0,0.007711515863689778,1,0.705
2073286,I-5 N,Saturday,Everett,2,6,52.0,Cloudy,97.0,4.0,0.0,1,0.62
584165,S Boeing Access Rd,Saturday,Seattle,3,6,54.0,Cloudy,80.0,10.0,0.0,1,0.8066666666666668
4259384,I-90 E,Friday,Mercer Island,16,2,52.0,Fair,66.0,10.0,0.0,1,0.565
1363461,S Maple St,Thursday,Spokane,16,9,88.0,Fair,20.0,10.0,0.0,1,0.58
7048622,I-405 S,Thursday,Bellevue,17,6,74.0,Mostly Cloudy,38.0,10.0,0.0,1,0.74
7607986,I-5 N,Wednesday,Tacoma,16,11,44.2,Light Rain,99.0,10.0,0.07,1,0.9
6970171,WA-518 E,Saturday,Seattle,21,5,76.0,Mostly Cloudy,27.0,10.0,0.0,1,0.67
1815801,41st Division Dr,Saturday,Tacoma,14,11,52.0,Cloudy,100.0,10.0,0.0,1,0.8
2421676,I-5 N,Sunday,Tacoma,12,11,59.0,Clear,72.0,10.0,0.007711515863689778,1,0.91
3040866,244th St SW,Sunday,Mountlake Terrace,8,1,39.9,Light Rain,97.0,10.0,0.03,1,0.68
1066830,I-5 S,Monday,Arlington,23,4,52.0,Fair,66.0,10.0,0.0,1,0.86
5520889,I-90 E,Sunday,Mercer Island,23,5,61.0,Fair,60.0,10.0,0.0,1,0.845
7444790,I-5 S,Wednesday,Seattle,9,10,51.1,Overcast,92.0,10.0,0.0,1,0.94
747701,118th Ave NE,Saturday,Kirkland,22,1,33.0,Cloudy,75.0,10.0,0.0,1,0.7526666666666667
3628040,I-405 S,Friday,Bellevue,20,6,64.0,Scattered Clouds,54.0,10.0,0.007711515863689778,1,0.82
2386724,I-5 N,Thursday,Seattle,7,12,46.9,Light Rain,83.0,10.0,0.02,1,0.51
4709284,I-90 W,Thursday,Issaquah,9,11,41.0,Cloudy,73.0,10.0,0.0,1,0.855
396398,I-5 N,Tuesday,Seattle,18,3,53.1,Light Rain,74.0,10.0,0.0,1,0.805
311117,S 129th St,Saturday,Seattle,19,10,62.1,Light Rain,93.0,10.0,0.02,1,0.58
1039440,I-5 S,Wednesday,Seattle,5,5,55.0,Partly Cloudy,72.0,10.0,0.0,1,0.64
3162706,I-5 S,Tuesday,Seattle,12,11,46.0,Overcast,46.0,10.0,0.007711515863689778,1,0.542
5884630,I-405 N,Thursday,Bellevue,9,11,45.0,Partly Cloudy,74.0,10.0,0.0,1,0.89
4438906,NE 30th St,Wednesday,Renton,20,7,72.0,Cloudy,57.0,10.0,0.0,1,0.59
7507868, Highway 99,Thursday,Lynnwood,1,7,62.1,Clear,75.0,10.0,0.007711515863689778,1,0.77
3546055,Stanwood Bryant Rd,Wednesday,Arlington,19,7,78.8,Clear,47.0,10.0,0.007711515863689778,1,0.77
2562125,I-5 S,Saturday,Everett,2,9,57.0,Overcast,93.0,10.0,0.007711515863689778,1,0.88
5825526,I-5 N,Wednesday,Arlington,19,12,24.0,Light Snow,84.0,9.0,0.0,1,0.86
6992219,I-5 S,Wednesday,Seattle,15,5,57.0,Cloudy,74.0,10.0,0.0,1,0.525
1172993,220th St SW,Sunday,Mountlake Terrace,2,1,36.0,Fog,89.0,2.0,0.0,1,0.68
7618661,I-405 N,Thursday,Renton,14,10,68.0,Clear,45.0,10.0,0.007711515863689778,1,0.95
2205665,I-5 S,Tuesday,Everett,5,3,35.1,Overcast,96.0,10.0,0.01,1,0.78
453617,S Craig Rd,Saturday,Medical Lake,11,5,49.6,Scattered Clouds,57.0,10.0,0.007711515863689778,1,0.6483333333333334
491076,NE 45th St,Sunday,Seattle,17,7,73.9,Clear,57.0,10.0,0.007711515863689778,1,0.72
3612497, 17th Ave NW,Tuesday,Issaquah,8,5,62.1,Clear,78.0,10.0,0.007711515863689778,1,0.7583333333333333
818120,I-5 N,Tuesday,Milton,0,11,49.0,Light Rain,73.0,10.0,0.05,1,0.68
7261632,I-5 S,Thursday,Seattle,5,12,50.0,Partly Cloudy,77.0,10.0,0.0,1,0.6658333333333333
4131673,I-5 S,Saturday,Olympia,9,3,47.0,Fair,71.0,10.0,0.0,1,0.79
7650970, Shorewood Dr,Thursday,Mercer Island,9,8,60.1,Mostly Cloudy,69.0,10.0,0.007711515863689778,1,0.6366666666666667
6270747,I-5 N,Monday,Federal Way,15,8,80.0,Fair,48.0,10.0,0.0,1,0.8391666666666667
1187679,I-90 W,Tuesday,Seattle,9,1,52.0,Light Rain,97.0,3.0,0.0,1,0.63
3546159,I-5 S,Thursday,Marysville,11,7,75.2,Clear,53.0,10.0,0.007711515863689778,1,0.7116666666666667
7556703,I-5 N,Thursday,Kent,17,3,53.1,Scattered Clouds,31.0,10.0,0.007711515863689778,1,0.52
3545544,I-405 N,Monday,Renton,11,7,77.0,Clear,52.0,10.0,0.007711515863689778,1,0.71
2225834,E Chestnut St,Saturday,Bellingham,1,3,51.1,Light Rain,80.0,9.0,0.01,1,0.65
3202315,I-5 S,Tuesday,Tacoma,14,11,42.8,Overcast,100.0,10.0,0.007711515863689778,1,0.94
2633804,I-5 S,Sunday,Seattle,22,8,62.1,Partly Cloudy,70.0,10.0,0.007711515863689778,1,0.72
7670561,I-5 S,Wednesday,Bellingham,14,5,68.0,Fair,50.0,10.0,0.0,1,0.71
7514853,I-5 S,Tuesday,Seattle,5,7,64.0,Clear,67.0,10.0,0.007711515863689778,1,0.8
6354403,I-205 S,Friday,Vancouver,4,2,31.0,Cloudy,59.0,10.0,0.0,1,0.9166666666666665
7495544,I-5 N,Sunday,Seattle,20,8,73.0,Clear,46.0,10.0,0.007711515863689778,1,0.6166666666666667
2250600,I-5 N,Saturday,Tacoma,4,2,39.2,Clear,100.0,10.0,0.007711515863689778,1,0.92
2972541,S 56th St,Wednesday,Tacoma,15,1,45.9,Overcast,98.0,10.0,0.007711515863689778,1,0.84
3018871,I-5 N,Thursday,Auburn,3,2,28.9,Scattered Clouds,89.0,10.0,0.007711515863689778,1,0.605
311784,I-5 N,Thursday,Tacoma,13,8,77.0,Clear,50.0,10.0,0.007711515863689778,1,0.9266666666666665
3751680,Glenn L Jackson Memorial Bridge,Tuesday,Vancouver,20,7,86.0,Fair,36.0,10.0,0.0,1,0.515
6258775,I-90 W,Friday,Spokane,15,9,71.0,Smoke,47.0,10.0,0.0,1,0.84
1736976,Benson Rd S,Thursday,Renton,14,10,57.0,Fair,40.0,10.0,0.0,1,0.69
3132840,I-5 S,Wednesday,Seattle,11,12,42.1,Scattered Clouds,67.0,10.0,0.007711515863689778,1,0.7
1662034,I-5 N,Thursday,Tacoma,3,2,35.0,Partly Cloudy,93.0,10.0,0.0,1,0.6246666666666666
600717,I-5 N,Sunday,Seattle,8,5,50.0,Cloudy,89.0,10.0,0.0,1,0.6316666666666666
7481252,I-5 N,Wednesday,Seattle,9,9,66.9,Partly Cloudy,51.0,10.0,0.007711515863689778,1,0.635
312790,Rainier Ave S,Thursday,Seattle,21,6,60.1,Mostly Cloudy,80.0,10.0,0.007711515863689778,1,0.56
1324069,I-5 N,Friday,Seattle,7,10,60.0,Mostly Cloudy,83.0,10.0,0.0,1,0.615
3366509,54th Ave E,Monday,Tacoma,16,8,71.4,Scattered Clouds,50.0,10.0,0.007711515863689778,1,0.8433333333333334
7601624,I-405 S,Wednesday,Bothell,17,12,36.0,Clear,67.0,10.0,0.007711515863689778,1,0.8066666666666665
2340223,Military Rd S,Monday,Kent,2,1,39.9,Overcast,89.0,10.0,0.007711515863689778,1,0.56
2864636,Pacific Ave,Monday,Tacoma,6,4,39.2,Clear,100.0,0.8,0.007711515863689778,1,0.64
7224934,I-5 N,Monday,Seattle,8,2,39.0,Mostly Cloudy,76.0,10.0,0.0,1,0.61
7517949,214th Ave E,Sunday,Bonney Lake,2,6,51.8,Clear,94.0,10.0,0.007711515863689778,1,0.89
1876161,I-5 S,Sunday,Lakewood,0,9,48.0,Cloudy,90.0,10.0,0.0,1,0.69
3997961,I-5 S,Wednesday,Toledo,9,3,41.0,Cloudy,100.0,9.0,0.0,1,0.512
7483495,I-405 N,Saturday,Renton,4,9,60.1,Overcast,90.0,10.0,0.0,1,0.68
2379426,I-5 N,Monday,Seattle,14,12,48.9,Mostly Cloudy,74.0,10.0,0.007711515863689778,1,0.7841666666666667
396276,I-5 N,Thursday,Seattle,23,3,46.0,Light Rain,100.0,8.0,0.06,1,0.72
2977690,WA-18 E,Friday,Federal Way,17,2,51.1,Overcast,86.0,10.0,0.007711515863689778,1,0.9
3205965,I-5 N,Saturday,Kent,19,9,55.0,Overcast,80.0,10.0,0.007711515863689778,1,0.84
3018933,44th Ave W,Thursday,Lynnwood,13,2,33.1,Clear,52.0,10.0,0.007711515863689778,1,0.58
7334016,I-5 N,Wednesday,Tacoma,6,11,34.0,Fog,100.0,0.63,0.0,1,0.6
1968064,Holly St,Friday,Kelso,11,7,68.0,Mostly Cloudy,55.0,10.0,0.0,1,0.5333333333333333
1614123,Sammamish River Trl,Saturday,Bothell,4,2,51.0,Light Rain / Windy,92.0,10.0,0.02,1,0.7333333333333333
870201,I-205 S,Tuesday,Vancouver,5,9,54.0,Mostly Cloudy,83.0,10.0,0.0,1,0.55
6787780,I-5 S,Tuesday,Federal Way,20,11,42.0,Cloudy,85.0,10.0,0.0,1,0.51
1679883,I-5 S,Monday,Vancouver,12,12,45.0,Fair,68.0,10.0,0.0,1,0.8
5197939,I-5 N,Monday,Tacoma,12,5,62.0,Cloudy,56.0,10.0,0.0,1,0.5579999999999999
6693728,I-5 N,Tuesday,Ferndale,20,12,28.0,Fog,100.0,0.25,0.0,1,0.6483333333333333
1076860,I-90 W,Sunday,Bellevue,22,4,45.0,Fair,60.0,10.0,0.0,1,0.64
7455819, State Highway 3 SW,Monday,Port Orchard,16,11,42.1,Clear,89.0,10.0,0.007711515863689778,1,0.54
5066466,I-5 S,Tuesday,Seattle,2,5,54.0,Cloudy,77.0,10.0,0.0,1,0.545
3949404,I-405 N,Saturday,Renton,9,9,61.0,Fog,90.0,1.0,0.0,1,0.644
2850585,I-5 S,Monday,Everett,2,4,35.6,Overcast,93.0,10.0,0.01,1,0.92
2200109,I-405 N,Friday,Lynnwood,7,3,35.1,Overcast,92.0,10.0,0.007711515863689778,1,0.7966666666666665
3051914,I-405 N,Thursday,Bothell,17,1,46.9,Overcast,97.0,10.0,0.007711515863689778,1,0.72
3152282,Front St N,Wednesday,Issaquah,7,11,53.6,Overcast,77.0,10.0,0.007711515863689778,1,0.69
7263415,I-5 S,Friday,Tacoma,1,12,43.0,Mostly Cloudy,100.0,10.0,0.0,1,0.65
2235297,I-5 S,Thursday,Blaine,10,3,54.0,Clear,51.0,10.0,0.007711515863689778,1,0.846
3283698,I-405 N,Thursday,Renton,7,9,64.9,Smoke,84.0,5.0,0.007711515863689778,1,0.72
3532038,I-5 S,Tuesday,Seattle,6,10,53.1,Light Rain,96.0,10.0,0.01,1,0.6133333333333333
2265881,NE 72nd Pl,Sunday,Kirkland,20,2,36.0,Overcast,82.0,10.0,0.0,1,0.8
3597175,BIA 108 Rd,Friday,Inchelium,4,4,43.0,Fair,90.0,9.03798932831721,0.0,1,0.715
7582953,I-5 S,Friday,Seattle,12,1,51.1,Overcast,86.0,10.0,0.007711515863689778,1,0.87
3095839,I-5 N,Monday,Lynnwood,1,12,37.0,Light Rain,93.0,7.0,0.0,1,0.61
2373765,I-5 S,Thursday,Tacoma,16,12,41.0,Clear,62.0,10.0,0.007711515863689778,1,0.6808333333333334
3517813,I-705 S,Wednesday,Tacoma,5,12,37.0,Overcast,93.0,10.0,0.007711515863689778,1,0.6
3227128,I-5 N,Tuesday,Seattle,19,10,52.0,Overcast,74.0,10.0,0.007711515863689778,1,0.88
4145252,I-5 S,Saturday,Seattle,13,12,45.0,Light Rain,82.0,10.0,0.0,1,0.58
3039482,I-5 N,Friday,Kent,8,1,46.0,Light Rain,89.0,10.0,0.0,1,0.5466666666666666
312735,I-90 E,Thursday,Seattle,10,6,64.9,Mostly Cloudy,73.0,10.0,0.007711515863689778,1,0.73
7618651,I-90 W,Thursday,Issaquah,9,10,52.0,Clear,80.0,10.0,0.007711515863689778,1,0.58
7209386,I-5 S,Tuesday,Seattle,7,2,36.0,Cloudy,89.0,10.0,0.0,1,0.68
2972526,I-90 W,Wednesday,Mercer Island,6,1,41.0,Overcast,82.0,10.0,0.007711515863689778,1,0.7966666666666667
7653693,I-5 S,Wednesday,Tacoma,11,4,59.0,Light Rain,88.0,9.0,0.0,1,0.7121428571428572
2421018,I-405 S,Saturday,Bellevue,17,11,54.0,Overcast,86.0,10.0,0.0,1,0.71
3089278,Rainier Ave S,Thursday,Seattle,13,11,46.0,Overcast,89.0,10.0,0.007711515863689778,1,0.75
7610351,I-5 N,Tuesday,Seattle,3,11,46.0,Mostly Cloudy,86.0,10.0,0.0,1,0.61
3246431,I-5 N,Thursday,Seattle,6,10,53.1,Light Rain,93.0,10.0,0.03,1,0.7683333333333334
3273461,I-5 S,Sunday,Seattle,11,9,78.1,Mostly Cloudy,54.0,10.0,0.007711515863689778,1,0.6466666666666667
4276973,I-5 S,Monday,Lakewood,13,2,40.0,Cloudy,83.0,10.0,0.0,1,0.65
